District,Year,Month,Rainfall_mm,Temperature_C,Humidity_pct,Population_Density,Dengue_Cases,Outbreak
Colombo,2021,3,243.76348062326628,33.928431912546344,80.68755254295425,1500.547989368284,21,0
Colombo,2021,4,120.97753570297743,28.56626335806444,65.33688434226852,1675.786329176287,13,0
Colombo,2021,5,101.06032105480352,28.876711202768597,94.66295790852868,3849.4323119721153,15,0
Colombo,2021,6,249.69790901021346,32.111113849737386,66.40957342667375,1970.4918334484835,26,0
Colombo,2021,7,182.32596941110563,24.19895766974335,61.82327463310987,4649.115366645729,17,0
Colombo,2021,8,282.4088247045186,28.24785791365569,67.89871436474954,1189.3420474752324,24,0
Colombo,2021,9,134.69935013807955,25.322178877631842,78.09551908692077,2673.2124810030227,20,0
Colombo,2021,10,306.9002269068616,23.30192007219101,92.92186870158,1160.6866809725316,35,0
Colombo,2021,11,253.72282345499326,30.971668201536218,73.26656534835386,5725.461854524265,29,0
Colombo,2021,12,196.05301764399593,33.19502771056703,87.74721597933022,400.68676561940117,14,0
Colombo,2022,1,212.23646511129863,26.00378910480413,67.47658207688295,1346.3325340050903,21,0
Colombo,2022,2,313.1699415751077,24.0252603637538,87.691112362621,3689.2535361700634,18,0
Colombo,2022,3,164.1503575529021,28.7721339900503,81.62044756856379,2433.49983293636,17,0
Colombo,2022,4,87.23200771146448,25.462305463980908,70.44101796771236,6517.048101243665,14,0
Colombo,2022,5,230.19898602318014,33.90567233293798,74.18117409990076,419.63099737979434,22,0
Colombo,2022,6,174.83983924795245,22.586272857718825,79.61695698852427,2948.8131054505957,19,0
Colombo,2022,7,262.3597050010402,23.447588262339693,77.9678821991085,1999.9329221324786,23,0
Colombo,2022,8,283.04485008554934,32.79684535918866,91.18892489646062,5609.923929331049,28,0
Colombo,2022,9,102.569854978043,22.79052883921606,68.61856439019421,957.1313624743548,13,0
Colombo,2022,10,153.44737500952147,30.444844612287305,79.77836748032772,4356.075319690877,18,0
Colombo,2022,11,128.0432408594234,32.318640070159844,85.04766815181752,5391.976705243177,21,0
Colombo,2022,12,246.96770545375182,31.584871995363706,81.61628255316249,6080.250170914588,23,0
Colombo,2023,1,118.98683007430583,25.21620704261666,65.07618479383713,6667.1205728277255,12,0
Colombo,2023,2,264.5287460773808,31.47745298538527,61.47166247358889,470.316584676945,22,0
Colombo,2023,3,58.28456150001253,26.65756643552258,61.62670531348444,608.6422300298652,14,0
Colombo,2023,4,337.5643701955798,22.45627528981999,81.8288181635425,2137.906849279132,31,0
Colombo,2023,5,128.49837566767894,30.570042031081922,80.0292178456628,6046.711946082866,17,0
Colombo,2023,6,108.55484932856709,23.58131543939931,66.11494215888663,6126.227605537255,20,0
Colombo,2023,7,64.99732019594668,25.142982901556334,85.18979584835441,2258.484999019021,11,0
Colombo,2023,8,234.57807632986308,29.549863058729,69.08210809931992,6711.835412662329,13,0
Colombo,2023,9,115.328669758183,31.277485421847008,90.73602963434209,2943.1156222546324,14,0
Colombo,2023,10,125.02981217115313,26.944617809102194,88.66384352730617,3301.615672945363,12,0
Colombo,2023,11,258.46754392415346,28.500227174442777,67.48025605824432,5286.8414731390085,18,0
Colombo,2023,12,256.87305895605186,23.0441308714883,64.35034083384437,909.1509898945276,23,0
Colombo,2024,1,126.02678592281445,33.92589335373367,88.39814811538703,6251.386093571023,19,0
Colombo,2024,2,86.30149081315898,31.147967661903536,62.25563205319338,3743.738073870837,12,0
Colombo,2024,3,287.44828711390676,29.62343443714183,93.68783150015867,2544.009523218309,30,0
Colombo,2024,4,278.8721598509986,23.117133363032025,64.49188357431385,3079.3134535171775,29,0
Colombo,2024,5,69.08541038202239,22.601539969932997,94.01163399536884,4489.6295689330245,9,0
Colombo,2024,6,235.3484604983549,28.541501724368825,64.76850537918672,5182.402218427619,22,0
Colombo,2024,7,295.65347529715564,26.782347956505582,63.53358466304466,4540.065891194353,26,0
Colombo,2024,8,342.86985072305123,23.312287215850667,71.12364393560614,2326.2280531497845,29,0
Colombo,2024,9,281.4944270600921,31.598069913418687,63.142403536469956,2645.653473735187,27,0
Colombo,2024,10,219.85515452871437,30.139563826625924,65.3510687797088,3911.5433498767065,13,0
Colombo,2024,11,184.5853045003391,27.887286066644663,89.27887574191075,5098.987415861618,12,0
Colombo,2024,12,304.3309736872547,28.325360400855438,84.51321778675516,6681.501591292937,33,0
Gampaha,2018,1,74.32883387098616,30.45698891055968,89.59142794917574,3817.6152987203395,18,0
Gampaha,2018,2,105.52328521303136,28.70163817097881,68.85859259269928,4394.9505570166775,15,0
Gampaha,2018,3,181.97599655200094,31.27989486745029,63.93848046686216,3358.074079933798,19,0
Gampaha,2018,4,324.0323643842853,31.950423589811088,81.57555068007147,1327.9616829048664,29,0
Gampaha,2018,5,134.11515123739534,27.83186908809273,89.5328022530227,879.661081812962,20,0
Gampaha,2018,6,221.76795473316045,22.44445331371245,61.47058770706287,6980.425081724977,24,0
Gampaha,2018,7,75.03128567142267,33.26195637584988,80.38364133857631,6636.678411575094,19,0
Gampaha,2018,8,164.88730240148573,26.245049895608574,71.18804103007953,6331.231490342222,25,0
Gampaha,2018,9,138.25478472128103,30.380316525628977,82.48456131754205,1917.356512300202,13,0
Gampaha,2018,10,172.88194011207165,28.55971328024746,80.27249822695238,2380.9982339131116,27,0
Gampaha,2018,11,339.66469653699215,31.68309356363918,69.90904748737425,1243.4434402825968,29,0
Gampaha,2018,12,140.72758396189235,31.880384661431055,94.61310279991575,6640.053514370724,26,0
Gampaha,2019,1,306.3793053779933,27.15070129346085,61.991110057134996,3311.0700993089367,25,0
Gampaha,2019,2,347.2003380964352,25.87471163008091,92.34403579474268,6009.5323546966765,33,0
Gampaha,2019,3,240.43788900443698,23.83559224884327,71.90636416803723,4755.2876571141005,20,0
Gampaha,2019,4,55.112488440810615,32.51628981934522,76.11322597507387,2799.29921847939,7,0
Gampaha,2019,5,80.91215839891485,23.487367263780186,61.834557924694145,1238.9881952984936,12,0
Gampaha,2019,6,263.99691990474145,33.1352896990288,89.4295724066246,1755.5790248419917,19,0
Gampaha,2019,7,172.83872269316407,31.10541582558335,73.9957496666058,1790.5075719092802,13,0
Gampaha,2019,8,57.62875891041263,27.894879174385352,92.01043725785252,383.52926399855136,12,0
Gampaha,2019,9,126.7536967344736,22.088918346005613,84.62547228145249,733.0866104671568,16,0
Gampaha,2019,10,167.3520712143171,27.329298015737503,64.68265450957387,5810.251131310793,9,0
Gampaha,2019,11,327.8623537165107,28.82958267340653,87.15430994985705,5373.478673315475,32,0
Gampaha,2019,12,108.4678293553079,25.230451378560442,69.0685126552687,4498.194685565431,13,0
Gampaha,2020,1,218.3915050246491,25.411882509437575,74.8205659991371,416.2743508015406,27,0
Gampaha,2020,2,333.0447451256133,27.0016499065946,79.57153217772733,4003.626645140355,26,0
Gampaha,2020,3,304.6901679426466,26.542923316533987,70.35292947060474,1141.390329772646,25,0
Gampaha,2020,4,311.3128001921644,33.05137057951056,78.67569212813655,3894.724859217198,25,0
Gampaha,2020,5,186.73824077035607,28.096800152169152,93.83390955456603,5480.321716844591,26,0
Gampaha,2020,6,346.84606074739014,23.518717258414327,76.53911548089461,3930.76009865474,33,0
Gampaha,2020,7,137.8048488336171,24.33376022289992,70.50564414734922,6565.52428970129,16,0
Gampaha,2020,8,251.02317385392968,30.900691922608623,65.09710246813178,4122.2450807603,28,0
Gampaha,2020,9,222.38023054487383,29.135136428916137,82.62237612242185,3765.650638664962,22,0
Gampaha,2020,10,265.86398712269477,22.321635825541392,87.59924125666228,2671.8381794542265,29,0
Gampaha,2020,11,59.11457727981414,23.09155090946926,75.46563108017568,4786.109128572588,15,0
Gampaha,2020,12,165.4880666730432,32.05812036693497,64.16046467005214,535.228726267487,16,0
Gampaha,2021,1,182.70249689258128,31.368504994932728,84.4132720720527,4326.257154221128,19,0
Gampaha,2021,2,256.02890009811773,23.480473275272622,62.65848253066476,5601.940048428289,17,0
Gampaha,2021,3,283.54256446616114,29.07945805442152,63.74828725480674,4855.554712572953,17,0
Gampaha,2021,4,110.63160008753059,26.494133981832135,86.56227119441446,1710.2823227915815,14,0
Gampaha,2021,5,306.3387519162417,32.14678957200269,71.87940839487783,5254.9086477936,21,0
Gampaha,2021,6,76.33623534657796,32.60344756205674,93.92804309299615,4645.197581557414,10,0
Gampaha,2021,7,118.00526644382437,33.66989847462999,90.5826797798662,1507.7002667704369,16,0
Gampaha,2021,8,229.4168861945247,26.403493001656784,64.90098948161636,1973.108313654059,16,0
Gampaha,2021,9,69.86238164694284,23.803974585357345,64.80430303905676,6131.55034479908,19,0
Gampaha,2021,10,123.878554375647,24.724276608092353,88.53700837918109,687.5926526869799,21,0
Gampaha,2021,11,106.56484652930048,22.49918762827982,62.55101401448522,5683.452358705318,26,0
Gampaha,2021,12,147.11766068726325,27.736635334726596,74.95940859359561,2030.202293768171,18,0
Gampaha,2022,1,218.25906726064272,27.86255725375341,93.54166189255902,3235.479584073004,29,0
Gampaha,2022,2,136.286756258245,32.02390390002638,86.21291084530276,2841.0735350378927,13,0
Gampaha,2022,3,197.84936850382303,22.044890178399022,80.01790590933112,3664.5143784250745,16,0
Gampaha,2022,4,194.42200344437168,22.72585193986858,83.92842981652963,6036.93537872072,14,0
Gampaha,2022,5,242.3383127628843,26.07401604610291,68.05188144129535,6750.799941007793,24,0
Gampaha,2022,6,258.18413515033853,23.444800682972193,66.39252720669373,3329.7871971373884,19,0
Gampaha,2022,7,216.81439097775794,30.624844480022468,78.04128841727515,4380.518489851116,19,0
Gampaha,2022,8,220.15740205177732,31.714053600236618,89.81287753338351,2428.3015602685646,19,0
Gampaha,2022,9,195.85772716343754,26.13705354406966,82.05422058800826,2138.6207557065336,23,0
Gampaha,2022,10,199.11887760114735,33.73861853847997,72.7276019939824,6973.98990158694,19,0
Gampaha,2022,11,73.87027525219274,22.714692698947605,62.580634930153884,3851.8858702275097,20,0
Gampaha,2022,12,89.79107705889794,24.955269678776265,68.31450508052265,5992.161495711713,19,0
Gampaha,2023,1,63.302244986831234,32.0824622423712,75.21762619664445,316.7419435246562,8,0
Gampaha,2023,2,349.90645452942726,24.52159219408645,77.37973504441554,5733.315186896365,23,0
Gampaha,2023,3,68.76656855707888,32.1802988685961,60.06736825260856,6463.219640600449,10,0
Gampaha,2023,4,126.05206367998684,27.106814955807817,62.65682311525646,5438.1261779579745,13,0
Gampaha,2023,5,175.4025339568035,27.90700069923639,86.68918735298286,5122.406618661701,21,0
Gampaha,2023,6,67.66427660417165,28.16691458243963,60.5884617968391,1612.2799789544931,11,0
Gampaha,2023,7,179.4328748017604,31.313796258369177,78.1033994425468,5868.0080496536575,16,0
Gampaha,2023,8,94.10449750311207,26.343290969578295,76.62946025935422,1045.2959581497844,14,0
Gampaha,2023,9,336.7360881019815,31.268636203295447,81.55155842542693,2533.763093742652,26,0
Gampaha,2023,10,246.800902452591,23.59333063924079,60.772090995460516,4953.267688806525,20,0
Gampaha,2023,11,303.14858169764386,23.11842620297722,80.26753775514601,384.2491331280567,22,0
Gampaha,2023,12,188.20497786841398,33.241436020894135,82.0431365924048,4345.116207712248,14,0
Gampaha,2024,1,271.62265485887934,23.096810892947143,60.313651545227195,3582.8349642399453,15,0
Gampaha,2024,2,163.71916162934323,33.0848044627367,83.60127794349555,1287.8826466001424,24,0
Gampaha,2024,3,174.0460640112742,22.404901830735742,66.93213276731707,3217.0631540517807,13,0
Gampaha,2024,4,322.3201399005484,30.70571607692072,77.77751589398136,5393.257085672861,26,0
Gampaha,2024,5,301.72942113854725,32.235587051402426,81.17282561670481,6584.027260090656,18,0
Gampaha,2024,6,140.79916441530582,30.158016301439094,93.87733654114857,5504.956603719111,19,0
Gampaha,2024,7,72.09081904788098,29.303198915156116,71.49495057238559,3223.554446235908,15,0
Gampaha,2024,8,298.86647459495373,33.779547174549634,94.22183152040364,5291.92936968089,31,0
Gampaha,2024,9,116.03406527637239,28.749285519141758,75.80756829218687,2930.09505176916,19,0
Gampaha,2024,10,148.10084292213182,23.561591697249767,66.62124740578815,5090.127494895005,13,0
Gampaha,2024,11,289.5033599979572,28.118957594322236,80.4844281401561,2591.742891493699,26,0
Gampaha,2024,12,322.6111508067385,28.310590678522686,87.48348658680689,2774.32758606442,26,0
Kalutara,2018,1,300.0920442289099,30.44474787926395,75.64483084895724,6280.34595111449,32,0
Kalutara,2018,2,125.74500710137377,32.223042203418856,92.09854362047476,6945.98159013433,18,0
Kalutara,2018,3,85.70559102081492,25.163835614530303,69.8826255739792,4873.745395102906,6,0
Kalutara,2018,4,77.36591647791747,33.21617703442749,66.95259452624093,1226.1445189894348,13,0
Kalutara,2018,5,101.71365246470441,26.36877451332871,72.25603185475059,3537.6312125504433,8,0
Kalutara,2018,6,113.54930386387515,25.20883030964149,64.04753763335626,3342.5159725188573,17,0
Kalutara,2018,7,59.82151440490826,23.675021761746013,86.8440714021907,5088.69838061197,14,0
Kalutara,2018,8,183.44446888064365,31.935966867783506,65.99019042136976,6567.657203260592,19,0
Kalutara,2018,9,220.22621427302937,27.5518578905475,69.87597472668241,3209.938657993066,25,0
Kalutara,2018,10,172.4634394074896,30.0970460934565,80.60556198240685,6294.681845288755,18,0
Kalutara,2018,11,135.82229610787977,23.339471129420353,68.46197079286055,2390.418876224003,11,0
Kalutara,2018,12,278.96335612248413,23.630059540344455,76.54532299245412,1549.4748326033448,29,0
Kalutara,2019,1,324.10564082861833,27.634640811612027,60.76262789592246,1274.778115670083,28,0
Kalutara,2019,2,262.83127888917323,31.60764367223696,82.06755020761031,2851.2897676011835,29,0
Kalutara,2019,3,301.2313939301373,29.892764117934945,93.68545627858816,5478.819776450918,27,0
Kalutara,2019,4,176.9905115664488,26.665898163939655,90.23703516803702,3818.533392689503,24,0
Kalutara,2019,5,68.53617529634411,26.447007436212203,80.59028538315788,1889.2942675277816,13,0
Kalutara,2019,6,195.27157409871882,26.70970584399502,64.41083911876457,1154.7713874023693,19,0
Kalutara,2019,7,70.40627918771287,31.32621295328548,84.84358327109777,6559.374818484996,16,0
Kalutara,2019,8,144.59354628997534,27.276831599829514,66.66148208614818,5368.800194496381,18,0
Kalutara,2019,9,160.61130353787473,33.067197223500855,81.07904625844446,5531.855846893599,23,0
Kalutara,2019,10,212.48489356192354,27.091880073493613,61.558272186515566,2730.74027390445,22,0
Kalutara,2019,11,123.29939060276271,22.461979318801063,64.93860710028687,885.8265231303451,10,0
Kalutara,2019,12,76.08774294718451,23.95143211722207,85.84036592592244,5035.884155458956,11,0
Kalutara,2020,1,257.9940697225257,30.430080811232887,89.88262985205226,5656.768657678132,29,0
Kalutara,2020,2,216.5704937172093,29.58923383203355,72.74092220750912,1984.7388561426988,30,0
Kalutara,2020,3,113.90773994857558,24.404855807973888,61.36858974424537,4301.1266809876815,5,0
Kalutara,2020,4,277.70382607781767,28.94132518341312,64.1124471629668,3496.8887943151253,24,0
Kalutara,2020,5,264.52166904917976,27.27196791906629,66.24668980407324,2380.0930321892297,29,0
Kalutara,2020,6,58.00689670286302,25.181210675994972,64.25547965424217,760.8783414099998,9,0
Kalutara,2020,7,232.08813079840021,28.82289217671554,88.99077796568932,5646.285722353909,27,0
Kalutara,2020,8,209.2683566775968,32.569999051326995,84.3306036963177,647.1724416454156,24,0
Kalutara,2020,9,268.5316305080959,30.27611503108751,85.18483817470384,4637.976827850044,24,0
Kalutara,2020,10,113.00060618917888,33.21567344600545,63.87054586127995,5790.611605106419,13,0
Kalutara,2020,11,324.94163180330975,24.049620326404813,80.6545971429674,5396.523501547473,19,0
Kalutara,2020,12,210.17240540674592,24.829448734982225,64.09924047945158,2719.725782783083,25,0
Kalutara,2021,1,129.15719468208474,29.96560035244633,84.1584431895608,2045.4587856541277,18,0
Kalutara,2021,2,57.24262304590718,25.726974114822358,61.37700897647809,720.2529916641242,9,0
Kalutara,2021,3,124.95047550074415,31.793976732091497,60.35997529486804,5111.143505411331,12,0
Kalutara,2021,4,104.12259043306285,23.62646314078097,74.3566281874852,2579.7187827608896,12,0
Kalutara,2021,5,195.98454918392085,29.837803482404468,64.48907715328014,601.3510096584735,18,0
Kalutara,2021,6,311.4105441805666,27.29844659338562,89.86367273895664,6536.10873810918,24,0
Kalutara,2021,7,289.64507249571096,30.069234924398465,63.229450626251214,6935.774048785091,24,0
Kalutara,2021,8,112.63681332545625,31.353550536441595,89.61506306158131,5161.68941088427,19,0
Kalutara,2021,9,218.45933756835964,31.882778541825747,72.98904831934324,4038.126985384627,18,0
Kalutara,2021,10,304.7764972438348,28.31147134082161,90.94361200018446,5444.4044694142785,24,0
Kalutara,2021,11,221.00388983612856,29.723947834200843,92.84338223818,2789.040573714494,13,0
Kalutara,2021,12,212.3379345342737,32.80469833081111,82.86459806190126,4500.248740385735,9,0
Kalutara,2022,1,278.65147325916223,29.631838462559475,84.13897852466894,2621.638228230054,28,0
Kalutara,2022,2,270.2873884603366,30.5428621451485,61.654613934142056,2820.2898740309133,21,0
Kalutara,2022,3,95.22042465717317,25.219637593742853,66.63688580598247,3080.8495365521994,15,0
Kalutara,2022,4,103.88194115223615,27.034697446710712,83.72179515002055,6449.912926306596,17,0
Kalutara,2022,5,114.6447198224657,32.039081093668166,92.19487233326007,4002.6900494877195,21,0
Kalutara,2022,6,77.27414821023464,33.838796985925654,83.28479619085925,1136.0054257764878,10,0
Kalutara,2022,7,191.82816429216808,23.71512543418082,69.15621510197194,1229.101513730574,29,0
Kalutara,2022,8,129.73188194580672,26.741682627990023,63.66466539928193,1092.0907630697848,20,0
Kalutara,2022,9,108.8418997896236,25.202499503622228,94.9955322369417,3428.6559461389625,15,0
Kalutara,2022,10,179.3593203554091,23.51461633749482,82.81958656956672,2107.313556594846,14,0
Kalutara,2022,11,175.76356723644443,22.283235869014796,94.53042718018077,2045.7909618323256,18,0
Kalutara,2022,12,255.2423145889669,31.333823174447083,73.36504559171732,5153.161713716679,26,0
Kalutara,2023,1,284.8511651573468,30.705035302818967,81.59360264827652,1593.5984648020456,15,0
Kalutara,2023,2,255.5105465360166,24.327794608699786,63.43347579272729,745.6793780506858,33,0
Kalutara,2023,3,218.13434205209037,23.6073756009824,68.76102181380713,4284.020531490451,15,0
Kalutara,2023,4,56.00952151127646,23.716358116233334,72.15803804240656,2385.7042560631917,7,0
Kalutara,2023,5,91.75434421750143,33.44300508715848,61.20358575108172,4601.464433242518,18,0
Kalutara,2023,6,327.18686682066556,29.2583807586634,71.53233385251718,6114.848126276489,32,0
Kalutara,2023,7,252.08916248660213,25.712269667856624,71.95385577514341,4832.555556374924,36,0
Kalutara,2023,8,343.38076744005366,27.465339969649627,75.87138874245187,6764.236241133101,34,0
Kalutara,2023,9,240.99713504486155,32.46562165078585,76.33016781055211,839.6391953075247,24,0
Kalutara,2023,10,180.8651641149257,26.520208938145117,62.93445054898576,2201.9613028818485,21,0
Kalutara,2023,11,146.5636569296193,26.385795677183715,61.04814167949081,1257.7559335220255,7,0
Kalutara,2023,12,325.20979860884773,26.264155935980323,84.20337818578405,525.8198234018149,23,0
Kalutara,2024,1,274.48032763303263,26.71373199319015,77.00284561510637,4394.528687906772,18,0
Kalutara,2024,2,187.0597919997933,27.272246265623046,66.15762857130373,2413.9796505337167,22,0
Kalutara,2024,3,201.32759857257355,27.766757911445275,61.527249186657826,421.67497733522964,17,0
Kalutara,2024,4,348.6947103396975,30.055648672979483,89.88279346951616,3589.7430454471273,28,0
Kalutara,2024,5,228.83418865664092,33.352349522642015,77.13766807445698,4875.459452324537,27,0
Kalutara,2024,6,276.604602022858,26.757719044085423,61.21187696614895,3240.419943057608,24,0
Kalutara,2024,7,105.00682665925916,22.513481260788165,68.5856541293163,2230.163947715845,19,0
Kalutara,2024,8,178.5287521956159,27.984246483659387,62.82927215778139,4842.704558094937,15,0
Kalutara,2024,9,313.876902616583,26.39488122996104,92.2398410639114,2328.494133852656,25,0
Kalutara,2024,10,54.83139371179681,30.090892080918593,73.75527363981517,1740.2958284617914,12,0
Kalutara,2024,11,326.2884415498401,23.081718775486102,65.00618733800903,4875.335194311193,25,0
Kalutara,2024,12,221.52838128458288,27.195797218864687,71.2761559442082,1282.7606729433653,29,0
Kandy,2018,1,226.39624929249894,27.592394408085266,94.66032403120361,6793.954336786912,15,0
Kandy,2018,2,53.66477662086474,25.77377769857092,64.68487081129321,5429.858216067201,4,0
Kandy,2018,3,291.0651771622881,31.262601529904316,72.67473749707831,1544.4264766542497,25,0
Kandy,2018,4,348.9048216656498,25.779922760559778,66.75592080898748,5255.618689004983,31,0
Kandy,2018,5,59.238845355265994,33.79906923004507,70.26508283166662,1172.7293119268895,12,0
Kandy,2018,6,340.91700905495657,23.17146834796603,82.10729409106916,1729.1837424079108,24,0
Kandy,2018,7,151.7536299302226,31.958506589183102,87.02175364529508,358.94482350618387,20,0
Kandy,2018,8,221.00215453454726,29.93788531711779,65.9324531656562,1549.7651354662712,22,0
Kandy,2018,9,217.94962615070997,22.739569053557325,62.06880925117738,1817.4544534602833,14,0
Kandy,2018,10,282.36927966964123,33.073661196639165,83.19673244144649,3355.7173348173055,28,0
Kandy,2018,11,185.60043907611376,23.48741052299872,85.68511585082011,854.5386714419177,22,0
Kandy,2018,12,258.09389860411596,22.59193724122846,79.85339904557341,632.9233684235026,25,0
Kandy,2019,1,184.4739645724372,25.768340137287034,77.19885154388066,5182.01163198051,21,0
Kandy,2019,2,143.1313267882731,27.821032834774524,74.54478802067864,5459.72736919884,18,0
Kandy,2019,3,192.75002696000377,23.82366909483919,91.78993580494124,5034.719880696908,18,0
Kandy,2019,4,290.84485497723347,32.55893355877778,73.68486735800467,5052.847726505565,29,0
Kandy,2019,5,307.4783263674255,27.381246141264416,80.81159127207883,1017.5959597379864,26,0
Kandy,2019,6,92.7573337426297,27.262707975856614,60.955321991757785,751.2650276610368,9,0
Kandy,2019,7,290.4564165722317,32.19803860458582,87.69377237967376,3744.424666734499,28,0
Kandy,2019,8,323.574451526053,22.601762675155328,89.95542495117307,4287.6204658842735,31,0
Kandy,2019,9,253.6503688054526,22.562252406496786,92.49215358561584,3024.309505751524,29,0
Kandy,2019,10,195.47251027825274,30.4761774272442,63.12639722140212,5562.037367163396,23,0
Kandy,2019,11,186.70054674348975,31.101494531791694,65.09883278817492,423.53600398646745,14,0
Kandy,2019,12,277.5450821408747,29.14386191306233,70.18442048978068,6300.479601397936,28,0
Kandy,2020,1,277.34195121724053,29.543104398231687,71.76463349354498,5424.453148029321,34,0
Kandy,2020,2,107.9256155928241,25.726330720872433,93.22671595748751,3212.0811761362734,15,0
Kandy,2020,3,297.4671176323899,27.31887223611718,87.55927610324152,4419.522762239052,30,0
Kandy,2020,4,251.12623143487863,27.266079964575134,80.13291244769579,4487.312494851975,27,0
Kandy,2020,5,309.2594874032008,28.74029751482695,83.95815827522323,6599.322793564815,28,0
Kandy,2020,6,258.05245579353686,23.06693014524608,75.6225079387854,4111.517556489944,23,0
Kandy,2020,7,90.08350286461945,33.24647448303081,84.125465051018,6709.350805399338,14,0
Kandy,2020,8,342.88122402994225,30.182011992427558,65.16579568649513,6817.3780411451435,17,0
Kandy,2020,9,216.88740231165787,25.888598277309345,80.3800987373725,2809.411186754853,24,0
Kandy,2020,10,276.9149942848304,30.82007600249289,93.87928590913234,3663.051494676475,32,0
Kandy,2020,11,87.31215932904107,30.356779342451073,80.4621087997484,2854.6327122051994,15,0
Kandy,2020,12,224.35111188956515,23.662604144152965,74.91351937045572,6795.881661718926,30,0
Kandy,2021,1,141.06314073828077,23.203691635111312,61.59990238562447,4749.884209162532,13,0
Kandy,2021,2,225.22355242906553,22.890598294800977,67.51911066947288,2766.202952935175,17,0
Kandy,2021,3,166.46760938765598,22.2172484994027,61.6100018000307,334.57306325011314,17,0
Kandy,2021,4,295.80365519720067,24.687737390989668,89.78903195876025,1578.009278378098,26,0
Kandy,2021,5,133.30415596507603,22.960241193785727,66.20314650335898,5121.217407794774,19,0
Kandy,2021,6,291.8673798607656,24.408994625858167,77.56937406371247,2275.277438545969,28,0
Kandy,2021,7,281.00519717723824,32.56350210456345,92.21916398959583,3369.9509677240844,23,0
Kandy,2021,8,63.97604557182335,30.006442104799806,84.56372748710695,1591.7570025157604,13,0
